"","Club","Shot_Shape","Sex","Club_Path_Angle","CPA_LB","CPA_UB","Lie_Angle","LA_LB","LA_UB","Attack_Angle","AA_LB","AA_UB","Club_Speed","CS_LB","CS_UB","Shaft_Lean","SL_LB","SL_UB","Face_Angle","FA_LB","FA_UB","Data_Points"
"80","Pitching Wedge","Low Straight","Male",1.6,1.45352250304356,1.74647749695644,60.581,60.3841237558857,60.7778762441143,-5.2695652173913,-5.34667647626483,-5.19245395851778,78.7338357038374,78.3932991406394,79.0743722670354,12.897,12.7607899010677,13.0332100989323,0.218130434782609,0.179051318751375,0.257209550813842,23
"81","Pitching Wedge","Low Fade","Male",2.4,2.24808513897581,2.55191486102419,59.48,59.3315975475586,59.6284024524414,-5.6,-5.65,-5.55,80.5851825340014,80.3371870213514,80.8331780466515,13.9752,13.8979554057312,14.0524445942688,-1.1056,-1.14326079070134,-1.06793920929866,5
"82","Pitching Wedge","High Draw","Female",2.5,2.39063137773697,2.60936862226303,58.623,58.2747895920403,58.9712104079598,-3.375,-3.48467433529057,-3.26532566470943,86.7011341267001,86.3768770766325,87.0253911767677,11.04125,10.7686911376852,11.3138088623148,1.4425,1.40792088199815,1.47707911800185,8
"83","Pitching Wedge","High Straight","Female",0.7,0.531757450222735,0.868242549777265,62.486,62.3526804896488,62.6193195103512,-3.76,-3.86909985232702,-3.65090014767298,85.2042322834646,84.8804205361788,85.5280440307504,11.4944,11.2952037042611,11.6935962957389,0.1757,0.140099154753129,0.211300845246871,10
"84","Pitching Wedge","High Fade","Female",-0.8,-0.938460524931425,-0.661539475068575,60.9705,60.849949361663,61.091050638337,-3.5,-3.61019463300387,-3.38980536699613,86.7123188081603,86.3197404262848,87.1048971900359,12.196625,11.9667266093585,12.4265233906415,-1.036125,-1.07553018170779,-0.996719818292208,8
"85","Pitching Wedge","Medium Draw","Female",3.7,3.6018880895625,3.7981119104375,64.1005,63.8819079724221,64.3190920275779,-2.68333333333333,-2.78905841815527,-2.5776082485114,73.5409583035075,73.1229083898242,73.9590082171909,11.1306666666667,11.0247725590567,11.2365607742767,1.77816666666667,1.73698312142498,1.81935021190836,12
"86","Pitching Wedge","Medium Straight","Female",2.8,2.61821200534689,2.98178799465311,62.592,62.3408335951326,62.8431664048674,-2.53333333333333,-2.6787046252035,-2.38796204146317,74.0455738487235,73.6469715125553,74.4441761848917,12.4764444444444,12.3529929179031,12.5998959709858,0.133777777777778,0.0987957961186635,0.168759759436892,9
"87","Pitching Wedge","Medium Fade","Female",-1.2,-1.41045585443666,-0.989544145563335,63.2245,63.087613567829,63.361386432171,-3.63333333333333,-3.79388252101943,-3.47278414564723,75.4212896683369,75.0070746634734,75.8355046732004,12.7626666666667,12.6914733485696,12.8338599847637,-1.22833333333333,-1.2748440455851,-1.18182262108157,6
"88","Pitching Wedge","Low Draw","Female",4.6,4.5143739550062,4.6856260449938,66.33,66.1588020534428,66.5011979465572,-5.50689655172414,-5.5873169564885,-5.42647614695978,65.9772788981315,65.8268393843338,66.1277184119291,14.9338275862069,14.7507522272073,15.1169029452064,2.01134482758621,1.97671011761187,2.04597953756054,29
"89","Pitching Wedge","Low Straight","Female",4.6,4.50881892688042,4.69118107311958,64.149,63.8640514566476,64.4339485433524,-5.16,-5.25923816950002,-5.06076183049998,67.0266642806013,66.6647591673684,67.3885693938342,15.1757333333333,14.7760751105793,15.5753915560873,0.300333333333333,0.257590750521614,0.343075916145052,15
